KID,SPUD,COMPLETION,vintage_year
1038340443,2008-10-28,2008-11-05,2008.0
1038340450,2008-09-11,2008-09-15,2008.0
1038452476,2008-10-02,2008-11-06,2008.0
1038575087,2008-11-26,2008-12-12,2008.0
1038696145,2008-11-04,2009-06-22,2009.0
1038696157,2008-10-21,2009-02-25,2009.0
1038699889,2008-10-28,2008-12-27,2008.0
1038704084,2008-11-17,2008-11-20,2008.0
1038706770,2008-11-10,2008-11-20,2008.0
1038772829,2008-12-17,2009-01-08,2009.0
1039084281,2009-01-22,2009-01-30,2009.0
1039084289,2009-01-24,2009-01-30,2009.0
1039084295,2009-01-07,2009-01-08,2009.0
1039195545,2009-04-01,2009-08-31,2009.0
1039253976,2009-02-11,2009-02-13,2009.0
1039454413,2009-04-17,2009-07-14,2009.0
1039454596,2009-05-04,2009-07-01,2009.0
1040007980,2009-05-13,2009-05-20,2009.0
1040058279,2009-08-27,2009-10-23,2009.0
1040658981,2009-08-04,2009-08-10,2009.0
1040727224,2009-07-23,2009-08-07,2009.0
1040728063,2009-07-06,2009-10-20,2009.0
1040854665,2009-07-17,2009-08-19,2009.0
1040854680,2009-09-12,2009-10-08,2009.0
1040855675,2009-07-29,2009-07-31,2009.0
1040861071,2009-08-29,2009-09-14,2009.0
1040862392,2009-08-20,2009-11-01,2009.0
1041229769,2009-11-06,2009-11-22,2009.0
1041771187,2010-04-19,2010-04-29,2010.0
1042541725,2010-06-17,2010-07-27,2010.0
1042542348,2010-07-22,2010-10-20,2010.0
1042542915,2010-07-26,2010-08-04,2010.0
1042547476,2010-07-05,2010-07-21,2010.0
1042551402,2010-12-02,2010-12-17,2010.0
1042553484,2010-07-23,2013-07-27,2013.0
1042656337,2010-07-16,2010-07-21,2010.0
1042661982,2010-08-02,2010-08-25,2010.0
1042759220,2010-08-18,2010-09-24,2010.0
1042902836,2010-09-21,2010-09-26,2010.0
1042910753,2010-10-14,2010-10-29,2010.0
1042914476,2010-11-22,2011-01-29,2011.0
1043019357,2010-11-22,2010-12-02,2010.0
1043229980,2010-12-09,2011-01-04,2011.0
1043236236,2011-01-07,2011-01-21,2011.0
1043238772,2011-01-06,2011-01-19,2011.0
1043341086,2011-02-07,2011-08-17,2011.0
1043341835,2011-10-20,2011-10-25,2011.0
1043343694,2011-01-21,2011-02-08,2011.0
1043386785,2011-02-18,2011-02-28,2011.0
1043452340,2011-03-09,2011-03-17,2011.0
1043453276,,2015-08-12,2015.0
1043458189,2011-03-06,2011-03-19,2011.0
1043460953,,,
1043625263,2011-04-29,2011-06-13,2011.0
1043625264,2011-04-23,2011-05-11,2011.0
1043625276,2011-04-09,2011-04-18,2011.0
1043683680,2011-10-27,2011-10-28,2011.0
1043683683,2011-11-01,2011-11-02,2011.0
1043688867,2011-04-28,2011-05-03,2011.0
1043690304,2011-05-11,2011-05-13,2011.0
1043690768,2011-04-27,2011-05-04,2011.0
1043696534,2011-05-10,2011-05-19,2011.0
1043807056,2011-08-08,2011-08-24,2011.0
1043914911,2011-07-02,2011-07-06,2011.0
1043918724,2011-06-20,2011-07-15,2011.0
1043922240,2011-06-20,2011-07-20,2011.0
1043933689,2011-09-23,2011-10-04,2011.0
1043935432,2011-08-31,2011-09-19,2011.0
1043935449,2011-06-28,2011-08-05,2011.0
1043935665,,,
1043935961,2011-06-30,2011-07-22,2011.0
1043940602,2011-07-14,2011-08-08,2011.0
1043940896,2011-07-19,2011-08-15,2011.0
1043941381,2011-07-15,2011-07-23,2011.0
1043943442,2011-08-25,2011-08-26,2011.0
1043950650,2012-04-02,2012-04-25,2012.0
1043951676,2011-08-04,2011-10-24,2011.0
1043953052,2011-09-26,2011-10-07,2011.0
1043955896,2011-08-19,2011-08-31,2011.0
1043956328,2011-08-26,2011-10-12,2011.0
1043957895,2011-11-29,2011-12-07,2011.0
1043962654,2011-11-07,2011-11-30,2011.0
1043962655,2011-11-14,2011-12-12,2011.0
1043962657,2011-11-03,2011-11-29,2011.0
1043962658,2011-10-26,2011-11-08,2011.0
1043962659,2011-11-01,2011-11-21,2011.0
1043962662,2011-11-10,2011-12-06,2011.0
1043969279,2011-09-01,2011-10-24,2011.0
1043973135,2011-09-17,2011-09-27,2011.0
1043973523,2012-01-11,2012-02-21,2012.0
1043973924,2011-09-12,2011-09-21,2011.0
1043973961,2011-09-27,2011-11-16,2011.0
1043974626,2011-09-27,2011-10-06,2011.0
1043980966,2011-12-21,2012-01-01,2012.0
1043980979,2011-09-20,2011-10-01,2011.0
1043981527,2011-09-20,2011-10-20,2011.0
1043983965,2011-10-03,2011-11-01,2011.0
1043986285,2011-11-03,2012-04-11,2012.0
1043986700,2011-09-29,2012-06-16,2012.0
1043992212,2011-10-04,2011-11-04,2011.0
1043992241,2011-10-28,2011-11-04,2011.0
1043992630,2011-10-06,2011-12-14,2011.0
1043992646,2011-10-12,2011-11-29,2011.0
1043992970,2011-10-13,2011-11-08,2011.0
1043994051,2011-10-28,2011-11-18,2011.0
1043995045,2011-11-27,2011-12-30,2011.0
1043995049,2012-01-13,2012-01-23,2012.0
1043997227,2011-10-15,2011-11-29,2011.0
1043999517,2011-10-20,2012-06-05,2012.0
1044005925,2011-11-05,2011-11-29,2011.0
1044005934,2011-11-17,2012-01-20,2012.0
1044005936,2012-01-03,2012-01-20,2012.0
1044005937,2011-12-28,2012-01-20,2012.0
1044006807,2011-10-26,2011-11-03,2011.0
1044006808,2011-12-13,2011-12-15,2011.0
1044008656,2011-10-26,2011-11-06,2011.0
1044009341,2011-11-03,2011-12-02,2011.0
1044009354,2012-02-01,2012-02-08,2012.0
1044010411,2011-11-11,2011-11-18,2011.0
1044010415,2011-12-21,2011-12-30,2011.0
1044010673,2011-11-19,2012-01-13,2012.0
1044013846,2011-11-20,2011-12-16,2011.0
1044014906,2011-11-15,2011-12-22,2011.0
1044018947,2011-11-15,2011-12-07,2011.0
1044018949,2011-12-15,2012-01-19,2012.0
1044018977,2011-11-16,2012-04-25,2012.0
1044019796,2011-11-21,2012-01-06,2012.0
1044020917,2011-12-28,2012-01-20,2012.0
1044023117,2011-11-25,2011-12-13,2011.0
1044023128,2011-11-15,2012-04-01,2012.0
1044027805,2012-09-04,2012-11-26,2012.0
1044030402,2011-12-06,2011-12-16,2011.0
1044030728,2011-12-08,2011-12-17,2011.0
1044031105,2011-12-13,2011-12-16,2011.0
1044031644,2012-06-25,2012-08-06,2012.0
1044032403,2011-12-16,2011-12-31,2011.0
1044032410,2011-12-16,2012-01-17,2012.0
1044032411,2012-02-28,2012-03-06,2012.0
1044034051,2011-12-09,2011-12-14,2011.0
1044034058,2012-03-25,2012-04-15,2012.0
1044034726,2011-12-27,2012-06-12,2012.0
1044034997,2011-12-26,2011-12-27,2011.0
1044036667,2012-01-02,2012-03-07,2012.0
1044038079,2012-01-11,2012-01-13,2012.0
1044044351,2012-01-02,2012-01-08,2012.0
1044044356,2012-01-09,2012-01-17,2012.0
1044045234,2012-01-03,2012-05-01,2012.0
1044046558,2012-01-06,2012-02-10,2012.0
1044047064,2012-02-15,2012-03-15,2012.0
1044047669,2012-01-07,2012-02-10,2012.0
1044048485,2012-01-18,2012-01-29,2012.0
1044048491,2012-01-17,2012-01-23,2012.0
1044048823,2012-01-28,2012-03-13,2012.0
1044049169,2012-02-11,2012-03-08,2012.0
1044049541,2012-01-12,2012-01-13,2012.0
1044052576,2012-02-10,2012-02-17,2012.0
1044052631,2012-01-24,2012-02-25,2012.0
1044052688,2012-04-02,2012-04-04,2012.0
1044053439,2012-01-27,2012-02-02,2012.0
1044053916,2012-01-28,2012-02-04,2012.0
1044053917,2012-02-06,2012-02-14,2012.0
1044054482,2012-02-01,2012-02-26,2012.0
1044055477,2012-02-18,2012-02-26,2012.0
1044055479,2012-03-02,2012-03-05,2012.0
1044055490,2012-02-14,2012-03-29,2012.0
1044055517,2012-02-06,2012-06-27,2012.0
1044057680,2012-02-17,2012-02-26,2012.0
1044057979,2012-02-03,2012-02-12,2012.0
1044058005,2012-02-15,2012-04-28,2012.0
1044058538,2012-04-17,2012-05-10,2012.0
1044059648,2012-02-11,2012-02-18,2012.0
1044060550,2012-03-28,2012-04-06,2012.0
1044060553,2012-02-20,2012-03-28,2012.0
1044060902,2012-02-11,2012-03-16,2012.0
1044060903,2012-02-15,2012-02-26,2012.0
1044065171,2012-03-30,2012-04-27,2012.0
1044065204,2012-02-14,2012-02-21,2012.0
1044065207,2012-03-09,2012-03-26,2012.0
1044065837,2012-02-21,2012-02-28,2012.0
1044065879,2012-05-31,2012-08-10,2012.0
1044065881,2012-07-02,2012-08-10,2012.0
1044066226,2012-02-27,2012-04-18,2012.0
1044066230,2012-02-24,2012-04-18,2012.0
1044066248,2012-04-13,2012-04-19,2012.0
1044067005,2012-03-31,2012-11-06,2012.0
1044067009,2012-03-06,2012-03-23,2012.0
1044067019,2012-02-25,2012-03-21,2012.0
1044067704,2012-04-20,2012-05-08,2012.0
1044068527,2012-03-10,2012-03-28,2012.0
1044068563,2012-04-04,2012-04-19,2012.0
1044068564,2012-03-26,2012-04-12,2012.0
1044068875,2012-03-16,2012-05-04,2012.0
1044068899,2012-03-26,2012-04-02,2012.0
1044068906,2012-03-06,2012-05-11,2012.0
1044075088,2012-03-09,2012-03-16,2012.0
1044075096,2012-04-04,2012-05-31,2012.0
1044076556,2012-04-02,2012-04-10,2012.0
1044078205,2012-04-26,2012-05-03,2012.0
1044078221,2012-03-24,2012-04-03,2012.0
1044078222,2012-03-27,2012-05-16,2012.0
1044078223,2012-04-09,2012-05-17,2012.0
1044078528,2012-03-24,2012-03-30,2012.0
1044078532,2012-04-03,2012-05-22,2012.0
1044078533,2012-03-27,2012-05-07,2012.0
1044078544,2012-03-31,2012-04-06,2012.0
1044078551,2012-04-10,2012-04-18,2012.0
1044079027,2012-04-06,2012-04-13,2012.0
1044079480,2012-03-15,2012-05-10,2012.0
1044080217,2012-04-11,2012-05-09,2012.0
1044080625,2012-04-16,2012-04-22,2012.0
1044080627,2012-05-04,2012-06-18,2012.0
1044080814,2012-05-11,2012-06-25,2012.0
1044080837,2011-02-25,2011-02-25,2011.0
1044080846,2012-03-27,2012-04-04,2012.0
1044080958,2012-11-27,2013-01-18,2013.0
1044081294,2012-05-17,2012-05-31,2012.0
1044081508,2012-06-02,2012-06-20,2012.0
1044081763,2012-05-29,2012-06-06,2012.0
1044083930,2012-05-07,2012-05-27,2012.0
1044084039,2012-04-06,2012-04-27,2012.0
1044084364,2012-05-15,2012-06-20,2012.0
1044084388,2012-04-10,2012-04-19,2012.0
1044089967,2012-05-02,2012-05-07,2012.0
1044089969,2012-05-01,2012-05-11,2012.0
1044089972,2012-04-17,2012-05-04,2012.0
1044089975,2012-06-01,2012-06-27,2012.0
1044090567,2012-04-21,2012-04-27,2012.0
1044090590,2012-04-25,2012-05-04,2012.0
1044090591,2012-04-13,2012-05-16,2012.0
1044091208,2012-02-17,2012-02-24,2012.0
1044092540,2012-05-17,2012-06-06,2012.0
1044093143,2012-04-28,2012-08-17,2012.0
1044093148,2012-04-23,2012-05-23,2012.0
1044093149,2012-04-25,2012-05-01,2012.0
1044093460,2012-05-24,2012-06-02,2012.0
1044096862,2012-05-04,2012-07-23,2012.0
1044096931,2012-05-07,2012-06-28,2012.0
1044100351,2012-05-15,2012-05-21,2012.0
1044100353,2012-05-04,2012-05-11,2012.0
1044100856,2012-05-23,2012-06-11,2012.0
1044101159,2012-05-14,2012-05-16,2012.0
1044101171,2012-06-13,2012-06-22,2012.0
1044101299,2012-07-21,2012-07-27,2012.0
1044102145,2012-06-02,2012-06-06,2012.0
1044102146,2012-06-01,2012-06-06,2012.0
1044102165,2012-07-19,2012-09-04,2012.0
1044104738,2012-06-13,2012-06-14,2012.0
1044104747,2012-05-16,2012-05-18,2012.0
1044104752,2012-06-06,2012-06-08,2012.0
1044106524,2012-06-10,2012-06-17,2012.0
1044106535,2012-07-02,2012-08-09,2012.0
1044106577,2012-06-27,2012-08-18,2012.0
1044112714,2012-06-11,2012-06-17,2012.0
1044113070,2012-05-24,2012-06-03,2012.0
1044113074,2012-05-29,2012-06-21,2012.0
1044115391,2012-06-16,2012-07-20,2012.0
1044119347,2012-09-13,2012-10-09,2012.0
1044119350,2012-07-07,2012-08-13,2012.0
1044119799,2012-07-16,2012-08-13,2012.0
1044121287,2012-06-21,2012-07-16,2012.0
1044121288,2012-06-28,2012-07-13,2012.0
1044121334,2012-06-08,2012-06-16,2012.0
1044121765,2012-06-25,2012-07-04,2012.0
1044122136,2012-07-02,2012-07-10,2012.0
1044123101,2012-07-09,2012-07-17,2012.0
1044123120,2012-06-29,2012-07-09,2012.0
1044125037,2012-06-27,2012-08-18,2012.0
1044125779,2012-06-19,2012-06-28,2012.0
1044125822,2012-07-09,2012-07-14,2012.0
1044126677,2012-08-20,2012-08-30,2012.0
1044126690,2012-06-28,2012-07-04,2012.0
1044127091,2012-07-05,2012-07-11,2012.0
1044128278,2012-07-12,2012-10-25,2012.0
1044128300,2012-07-02,2012-08-23,2012.0
1044128777,2012-06-27,2012-10-26,2012.0
1044128781,2012-09-22,2012-09-25,2012.0
1044128786,2012-08-15,2012-10-19,2012.0
1044128811,2012-06-25,2012-07-03,2012.0
1044128826,2012-07-07,2012-07-27,2012.0
1044129539,2012-07-21,2012-09-06,2012.0
1044130501,2012-07-03,2012-08-23,2012.0
1044130918,2012-07-17,2012-08-16,2012.0
1044130922,2012-10-23,2012-11-19,2012.0
1044132062,2012-07-25,2012-09-25,2012.0
1044132565,2012-07-24,2012-08-04,2012.0
1044132979,2012-07-12,2012-08-20,2012.0
1044136387,2012-07-16,2012-07-26,2012.0
1044136948,2012-07-14,2012-07-28,2012.0
1044136999,2012-07-13,2012-07-20,2012.0
1044137022,2012-07-14,2012-08-08,2012.0
1044137471,2012-07-26,2012-08-03,2012.0
1044138002,2012-07-30,2012-08-09,2012.0
1044138207,2012-07-23,2012-10-12,2012.0
1044138909,2012-09-05,2012-11-01,2012.0
1044138952,2012-09-19,2012-09-30,2012.0
1044139190,2012-08-11,2012-08-31,2012.0
1044140004,2012-09-11,2012-10-03,2012.0
1044140046,2012-08-06,2012-08-22,2012.0
1044140255,2012-07-26,2012-09-12,2012.0
1044140268,2012-08-29,2012-10-20,2012.0
1044140522,2013-07-15,2013-08-25,2013.0
1044142017,2012-08-09,2012-08-31,2012.0
1044142028,2012-08-17,2012-08-24,2012.0
1044142031,2012-08-04,2012-08-12,2012.0
1044142042,2012-08-17,2012-08-25,2012.0
1044142864,2012-08-09,2012-08-30,2012.0
1044142869,2012-09-27,2012-10-01,2012.0
1044143128,2012-08-15,2012-08-22,2012.0
1044143901,2012-09-06,2012-09-12,2012.0
1044144072,2012-08-11,2012-08-18,2012.0
1044150063,2012-08-30,2012-10-03,2012.0
1044150472,2012-08-23,2012-09-14,2012.0
1044152651,2012-08-22,2012-10-05,2012.0
1044152653,2012-08-23,2012-09-03,2012.0
1044154193,2012-08-22,2012-10-09,2012.0
1044154826,2012-09-04,2012-09-12,2012.0
1044164620,2012-09-08,2012-09-17,2012.0
1044164934,2012-10-08,2012-10-10,2012.0
1044164936,2012-09-25,2012-10-03,2012.0
1044165897,2012-10-01,2012-10-09,2012.0
1044165912,2012-09-28,2012-10-07,2012.0
1044168006,2012-10-08,2012-10-14,2012.0
1044168416,2012-09-25,2012-09-28,2012.0
1044170776,2012-10-24,2012-11-09,2012.0
1044170792,2012-09-14,2012-09-23,2012.0
1044172033,2012-09-26,2013-01-25,2013.0
1044172352,2012-09-28,2012-10-17,2012.0
1044172731,2012-09-26,2012-10-04,2012.0
1044173014,2012-09-29,2012-10-08,2012.0
1044173337,2013-02-04,2013-02-27,2013.0
1044175568,2012-10-22,2012-10-30,2012.0
1044175573,2012-10-17,2012-10-24,2012.0
1044175865,2012-10-26,2012-11-29,2012.0
1044176323,2012-11-08,2012-11-16,2012.0
1044177064,2012-10-31,2013-01-23,2013.0
1044177084,2012-10-09,2012-10-17,2012.0
1044177491,2012-11-08,2012-12-14,2012.0
1044177511,2012-10-09,2012-10-16,2012.0
1044177524,2012-10-23,2012-11-20,2012.0
1044177976,2012-10-16,2012-11-05,2012.0
1044178616,2012-10-09,2012-10-25,2012.0
1044183675,2012-10-25,2012-11-01,2012.0
1044183877,2012-12-27,2013-01-02,2013.0
1044186379,2012-11-07,2012-11-13,2012.0
1044190519,2012-11-10,2012-11-18,2012.0
1044193112,2012-11-15,2012-11-15,2012.0
1044194416,2012-11-20,2012-12-04,2012.0
1044194439,2012-11-14,2012-11-16,2012.0
1044194947,2012-11-26,2012-11-30,2012.0
1044195671,2012-12-07,2012-12-13,2012.0
1044195680,2012-12-02,2012-12-09,2012.0
1044195705,2012-12-03,2012-12-09,2012.0
1044199474,2012-12-07,2012-12-14,2012.0
1044201800,2012-12-19,2013-01-18,2013.0
1044201986,2012-12-19,2013-01-09,2013.0
1044202390,2012-12-19,2013-01-23,2013.0
1044202406,2013-01-11,2013-01-28,2013.0
1044203508,2013-01-02,2013-01-08,2013.0
1044204349,2013-01-20,2013-02-12,2013.0
1044204357,2013-01-23,2013-02-18,2013.0
1044211098,2013-01-09,2013-01-17,2013.0
1044216971,2013-02-02,2013-02-09,2013.0
1044217071,2013-01-31,2013-03-04,2013.0
1044218431,2013-01-25,2013-02-18,2013.0
1044218964,2013-10-23,2013-10-25,2013.0
1044219342,2013-02-16,2013-02-28,2013.0
1044219392,2013-01-28,2013-02-12,2013.0
1044219699,2013-01-31,2013-02-06,2013.0
1044221421,2013-02-08,2013-02-15,2013.0
1044221497,2013-03-13,2013-03-15,2013.0
1044223939,2013-03-06,2013-03-14,2013.0
1044226100,2013-03-13,2013-05-16,2013.0
1044226130,2013-04-02,2013-04-10,2013.0
1044226521,2013-05-22,2013-05-28,2013.0
1044226951,2013-02-27,2013-03-22,2013.0
1044226959,2013-03-22,2013-04-22,2013.0
1044227362,2013-03-13,2013-04-22,2013.0
1044229569,2013-09-19,2013-11-01,2013.0
1044230925,2013-03-08,2013-03-14,2013.0
1044237475,2013-04-15,2013-04-15,2013.0
1044238321,2013-04-13,2013-04-29,2013.0
1044239095,2013-04-01,2013-04-10,2013.0
1044239498,2013-04-08,2013-05-01,2013.0
1044241593,2013-04-12,2013-04-19,2013.0
1044243021,2013-04-12,2013-04-15,2013.0
1044243869,2013-04-22,2013-05-01,2013.0
1044244715,2013-07-29,2013-07-30,2013.0
1044244716,2013-08-05,2013-08-20,2013.0
1044244717,2013-08-15,2013-09-06,2013.0
1044248959,2013-06-10,2013-06-25,2013.0
1044250583,2013-05-17,2013-06-11,2013.0
1044250594,2013-05-15,2013-06-06,2013.0
1044253756,2013-05-17,2013-06-06,2013.0
1044254155,2013-05-29,2013-07-10,2013.0
1044254156,2013-05-22,2013-07-12,2013.0
1044254172,2013-05-14,2013-05-15,2013.0
1044562848,2013-05-25,2013-11-29,2013.0
1044564337,2013-06-12,2013-06-26,2013.0
1044565044,2013-06-10,2013-06-17,2013.0
1044572425,2013-06-20,2013-07-17,2013.0
1044578924,2014-03-17,2014-03-18,2014.0
1044578925,2014-05-01,2014-05-02,2014.0
1044579269,2013-07-12,2013-07-22,2013.0
1044579467,2013-07-18,2013-07-23,2013.0
1044579470,2013-07-23,2013-07-31,2013.0
1044580596,2013-08-21,2013-09-20,2013.0
1044583521,2014-03-22,2014-05-29,2014.0
1044588819,2013-09-10,2013-12-04,2013.0
1044589989,2013-08-21,2013-09-20,2013.0
1044590727,2013-08-15,2013-09-03,2013.0
1044593200,2013-09-23,2013-11-26,2013.0
1044593202,2013-09-05,2013-09-19,2013.0
1044598363,2014-01-18,2014-02-12,2014.0
1044618876,2013-09-16,2013-11-20,2013.0
1044622857,2013-09-19,2013-09-27,2013.0
1044623259,2013-09-10,2013-10-03,2013.0
1044623763,,,
1044624181,2013-10-02,2013-11-06,2013.0
1044624495,2013-10-24,2013-11-26,2013.0
1044624497,2014-06-18,2014-08-01,2014.0
1044624505,2013-09-12,2013-09-26,2013.0
1044625650,2013-09-17,2013-10-02,2013.0
1044628959,2013-12-05,2013-12-09,2013.0
1044629367,2014-04-20,2014-04-22,2014.0
1044632377,2013-10-21,2013-11-03,2013.0
1044632995,2013-11-09,2013-12-06,2013.0
1044634049,2013-10-25,2013-11-02,2013.0
1044634055,2013-10-23,2013-10-25,2013.0
1044634487,2013-10-28,2013-11-15,2013.0
1044634832,2013-11-04,2013-11-10,2013.0
1044634833,2013-11-13,2014-01-14,2014.0
1044634836,2013-11-14,2013-11-22,2013.0
1044635443,2013-10-25,2013-12-31,2013.0
1044635789,2012-03-27,2012-03-27,2012.0
1044636014,2013-10-28,2014-01-30,2014.0
1044636421,2013-11-01,2013-11-25,2013.0
1044636433,2013-11-08,2014-02-07,2014.0
1044637135,2013-11-15,2013-11-25,2013.0
1044637146,2013-12-16,2014-01-07,2014.0
1044640268,2013-11-11,2014-01-04,2014.0
1044640276,2013-10-08,2013-12-18,2013.0
1044643418,2014-01-09,2014-01-10,2014.0
1044643424,2013-12-31,2014-01-03,2014.0
1044643475,2013-11-23,2013-11-29,2013.0
1044643888,2013-11-13,2013-11-22,2013.0
1044645559,2013-12-04,2014-01-29,2014.0
1044645561,2013-12-16,2014-01-04,2014.0
1044646334,2013-12-04,2013-12-11,2013.0
1044652452,2013-11-18,2014-04-15,2014.0
1044652458,,,
1044653788,2013-11-25,2013-12-17,2013.0
1044653801,2013-11-21,2014-02-11,2014.0
1044653804,2013-11-21,2013-12-14,2013.0
1044661360,2013-11-30,2014-01-30,2014.0
1044661380,2013-12-02,2014-01-08,2014.0
1044663225,2013-12-05,2013-12-17,2013.0
1044666105,2013-12-09,2014-01-21,2014.0
1044666398,2013-12-02,2014-01-14,2014.0
1044666404,2014-02-12,2014-02-27,2014.0
1044682815,2013-12-02,2013-12-13,2013.0
1044703488,2013-12-13,2014-01-17,2014.0
1044703500,2013-12-16,2014-02-21,2014.0
1044718962,2013-12-13,2014-02-27,2014.0
1044722688,2014-02-27,2014-03-27,2014.0
1044723344,2014-02-09,2014-02-20,2014.0
1044723373,2013-12-12,2014-01-23,2014.0
1044726366,2014-01-07,2014-01-28,2014.0
1044729579,2013-12-31,2014-01-13,2014.0
1044730920,2013-12-26,2014-01-21,2014.0
1044732263,2014-01-10,2014-01-16,2014.0
1044732264,2014-01-22,2014-02-11,2014.0
1044735487,2014-01-07,2014-02-11,2014.0
1044740523,2014-01-04,2014-03-10,2014.0
1044751238,2014-01-09,2014-03-21,2014.0
1044751260,2014-01-10,2014-01-29,2014.0
1044751261,2014-01-11,2014-01-22,2014.0
1044753900,2014-01-09,2014-02-12,2014.0
1044753906,2014-01-07,2014-03-11,2014.0
1044754241,2014-01-24,2014-01-30,2014.0
1044754886,2014-01-24,2014-03-04,2014.0
1044755381,2014-01-24,2014-02-01,2014.0
1044755802,2014-01-23,2014-04-03,2014.0
1044755813,2014-01-26,2014-02-08,2014.0
1044757056,2014-01-18,2014-02-13,2014.0
1044757060,2014-03-15,2014-03-27,2014.0
1044758368,2014-02-15,2014-02-21,2014.0
1044759474,2014-02-01,2014-03-18,2014.0
1044760485,2014-02-18,2014-03-05,2014.0
1044760866,2014-04-14,2014-05-19,2014.0
1044761499,2014-03-04,2014-04-15,2014.0
1044762218,2014-02-06,2014-03-04,2014.0
1044762612,2014-02-21,2014-03-14,2014.0
1044767459,2014-03-21,2014-05-16,2014.0
1044767466,2014-03-13,2014-05-15,2014.0
1044767469,2014-02-12,2014-02-20,2014.0
1044767477,2014-02-08,2014-02-26,2014.0
1044767478,2014-03-01,2014-03-28,2014.0
1044768505,2014-02-14,2014-03-14,2014.0
1044769072,2014-04-24,2014-05-08,2014.0
1044771184,2014-02-16,2014-03-14,2014.0
1044773779,2014-03-20,2014-05-20,2014.0
1044773786,2014-03-11,2014-04-25,2014.0
1044773789,2014-02-25,2014-03-31,2014.0
1044774407,2014-03-31,2014-04-18,2014.0
1044774963,,,
1044774971,2014-03-11,2014-04-11,2014.0
1044775388,2014-02-27,2014-03-08,2014.0
1044775965,2014-02-28,2014-04-21,2014.0
1044781710,2014-03-11,2014-03-22,2014.0
1044783404,2014-04-04,2014-04-11,2014.0
1044784300,2014-04-15,2014-04-21,2014.0
1044784321,2014-03-20,2014-04-22,2014.0
1044787627,2014-05-09,2014-06-09,2014.0
1044787644,2014-03-28,2014-04-03,2014.0
1044787648,2014-05-13,2014-05-30,2014.0
1044792046,2014-03-21,2014-04-18,2014.0
1044792055,2014-03-26,2014-04-29,2014.0
1044792813,2014-05-15,2014-06-12,2014.0
1044794027,2014-04-11,2014-04-21,2014.0
1044794048,2014-03-24,2014-03-30,2014.0
1044799606,2014-03-31,2014-04-06,2014.0
1044800318,2014-05-01,2014-05-09,2014.0
1044800320,2014-04-19,2014-06-13,2014.0
1044800325,2014-04-08,2014-04-14,2014.0
1044801016,2014-04-17,2014-04-25,2014.0
1044801019,2014-05-06,2014-05-20,2014.0
1044801020,2014-05-03,2014-05-17,2014.0
1044802567,2014-04-07,2014-04-11,2014.0
1044803140,2014-04-18,2014-06-02,2014.0
1044803199,2014-05-05,2014-06-03,2014.0
1044803815,2014-04-04,2014-05-08,2014.0
1044803833,2014-04-08,2014-04-17,2014.0
1044803837,2014-04-28,2014-05-16,2014.0
1044803838,2014-05-23,2014-06-24,2014.0
1044808800,2014-04-08,2014-04-16,2014.0
1044809235,2014-04-23,2014-05-28,2014.0
1044809258,2014-05-01,2014-05-02,2014.0
1044814455,2014-05-06,2014-06-27,2014.0
1044820388,2014-05-09,2014-06-17,2014.0
1044821079,2014-04-24,2014-05-05,2014.0
1044821093,2014-04-30,2014-05-02,2014.0
1044821555,2014-06-06,2014-06-13,2014.0
1044821564,2014-05-20,2014-06-09,2014.0
1044822151,2014-04-22,2014-05-01,2014.0
1044822158,2014-05-13,2014-06-25,2014.0
1044825559,2014-05-23,2014-07-23,2014.0
1044826825,2014-05-13,2014-05-26,2014.0
1044827098,2014-05-13,2014-07-09,2014.0
1044829508,2014-05-01,2014-08-15,2014.0
1044832413,2014-07-29,2014-09-10,2014.0
1044832415,2014-05-08,2014-10-07,2014.0
1044832427,2014-06-07,2014-08-04,2014.0
1044833288,2014-06-04,2014-06-20,2014.0
1044833809,2014-06-30,2014-07-08,2014.0
1044834325,2014-06-30,2014-08-28,2014.0
1044835252,2014-05-16,2014-06-27,2014.0
1044835266,2014-05-15,2014-08-21,2014.0
1044836291,2014-05-22,2014-06-17,2014.0
1044836294,2014-06-01,2014-06-11,2014.0
1044836311,2014-06-13,2014-06-19,2014.0
1044837749,2014-07-17,2014-10-08,2014.0
1044839967,2014-06-04,2014-06-12,2014.0
1044840618,2014-06-11,2014-06-12,2014.0
1044840702,2014-05-24,2014-05-29,2014.0
1044840708,2014-06-13,2014-06-16,2014.0
1044843094,2014-06-06,2014-07-25,2014.0
1044843124,2014-06-14,2014-07-16,2014.0
1044846039,2014-05-23,2014-06-04,2014.0
1044846805,2014-05-28,2014-06-23,2014.0
1044849440,2014-06-11,2014-07-25,2014.0
1044849498,2014-07-14,2014-09-30,2014.0
1044849528,2014-06-12,2014-06-20,2014.0
1044850777,2014-06-10,2014-07-16,2014.0
1044850806,2014-06-18,2014-06-30,2014.0
1044850813,2014-07-16,2014-07-28,2014.0
1044851689,2014-10-09,2014-10-20,2014.0
1044852480,2014-08-18,2014-08-19,2014.0
1044852508,2014-06-18,2014-06-26,2014.0
1044854163,2014-06-20,2014-06-26,2014.0
1044854177,2014-07-01,2014-07-10,2014.0
1044854455,2014-06-16,2014-08-01,2014.0
1030571896,2004-02-17,2004-03-01,2004.0
1044855081,2014-08-06,2014-08-08,2014.0
1044855083,2014-07-31,2014-08-05,2014.0
1044855090,2014-07-01,2014-08-02,2014.0
1044856100,2014-08-11,2014-08-14,2014.0
